Hour,minutes,H_M,Cycl_Length,SGN_Red_Time,SGN_Green_Time,StopBar_LEFT_Trigger,Freq. AOR by Cycle,Freq. AOG by Cycle,Freq. DOR by Cycle,Freq. DOG by Cycle,StopBar_RtTh_Trigger,RTOR Depart (assumption),Freq. AOR by Cycle,Freq. AOG by Cycle,Freq. DOR by Cycle,Freq. DOG by Cycle,Truck_Present,Q_filled
0,0,0,59.97,40.45,19.52,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,0.02,59.98,40.46,19.52,1,0,1,0,0,0,0,0,0,0,0,0,1
0,2,0.03,60,40.46,19.54,1,0,2,1,2,1,2,2,2,2,2,0,1
0,3,0.05,59.97,40.44,19.52,1,0,1,0,1,1,0,0,2,0,2,0,2
0,4,0.07,59.97,40.45,19.52,1,0,1,0,1,1,0,1,4,0,5,0,2
0,5,0.08,60.06,40.54,19.52,1,0,3,0,3,1,0,0,4,0,4,0,1
0,6,0.1,59.98,40.45,19.52,0,0,0,0,0,0,0,0,0,0,0,0,1
0,7,0.12,59.96,40.44,19.53,0,0,0,0,0,1,1,1,2,1,2,0,2
0,8,0.13,59.98,40.46,19.52,0,0,0,0,0,0,0,0,0,0,0,0,1
0,9,0.15,60.09,40.56,19.52,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10,0.17,59.95,40.43,19.52,0,0,0,0,0,0,0,0,0,0,0,0,1
0,11,0.18,59.97,40.54,19.42,0,0,0,0,0,0,0,0,0,0,0,0,1
0,12,0.2,60.02,40.57,19.44,0,0,0,0,0,0,0,0,0,0,0,0,1
0,13,0.22,60.03,40.5,19.53,0,0,0,0,0,0,0,0,0,0,0,0,1
0,14,0.23,59.99,40.45,19.54,1,1,0,0,1,1,0,1,0,0,1,0,2
0,15,0.25,60,40.48,19.52,0,0,0,0,0,0,0,0,0,0,0,0,1
0,16,0.27,59.96,40.42,19.54,0,0,0,0,0,0,0,0,0,0,0,0,1
0,17,0.28,59.99,40.45,19.53,0,0,0,0,0,1,0,1,0,0,1,0,2
0,18,0.3,60,40.47,19.53,1,1,0,0,1,1,3,3,0,3,0,0,2
0,19,0.32,59.99,40.47,19.52,0,0,0,0,0,0,0,0,0,0,0,0,1
0,20,0.33,60.01,40.57,19.44,0,0,0,0,0,0,0,0,0,0,0,0,1
0,21,0.35,60.09,40.56,19.53,0,0,0,0,0,0,0,0,0,0,0,0,1
0,22,0.37,60.01,40.46,19.55,0,0,0,0,0,0,0,0,0,0,0,0,1
0,23,0.38,60,40.46,19.54,0,0,0,0,0,1,0,1,0,1,0,0,2
0,24,0.4,60,40.46,19.54,0,0,0,0,0,0,0,0,0,0,0,0,1
0,25,0.42,60.09,40.56,19.53,0,0,0,0,0,0,0,0,0,0,0,0,1
0,26,0.43,60,40.47,19.53,0,0,0,0,0,0,0,0,0,0,0,0,1
0,27,0.45,60,40.48,19.52,0,0,0,0,0,0,0,0,0,0,0,0,1
0,28,0.47,59.98,40.46,19.52,0,0,0,0,0,0,0,0,0,0,0,0,1
0,29,0.48,59.99,40.45,19.54,0,0,0,0,0,0,0,0,0,0,0,0,1
0,30,0.5,59.99,40.57,19.42,0,0,0,0,0,0,0,0,0,0,0,0,1
0,31,0.52,60.08,40.56,19.52,0,0,0,0,0,0,0,0,0,0,0,0,1
0,32,0.53,60.01,40.47,19.54,0,0,0,0,0,1,0,0,1,0,1,0,2
0,33,0.55,59.99,40.45,19.54,0,0,0,0,0,0,0,0,0,0,0,0,1
0,34,0.57,59.98,40.46,19.52,0,0,0,0,0,1,0,1,1,0,2,0,2
0,35,0.58,60.07,40.55,19.52,0,0,0,0,0,0,0,0,0,0,0,0,1
0,36,0.6,59.99,40.46,19.53,0,0,0,0,0,0,0,0,0,0,0,0,1
0,37,0.62,59.97,40.45,19.53,0,0,0,0,0,0,0,0,0,0,0,0,1
0,38,0.63,59.97,40.54,19.43,0,0,0,0,0,0,0,0,0,0,0,0,1
0,39,0.65,59.99,40.56,19.43,0,0,0,0,0,1,0,0,1,0,1,0,2
0,40,0.67,60.08,40.54,19.54,0,0,0,0,0,1,0,0,1,0,1,0,2
0,41,0.68,59.99,40.45,19.53,0,0,0,0,0,1,1,1,0,1,0,0,1
0,42,0.7,59.98,40.45,19.53,0,0,0,0,0,0,0,0,0,0,0,0,1
0,46,0.77,59.98,40.46,19.52,0,0,0,0,0,0,0,0,0,0,0,0,1
0,47,0.78,59.98,40.45,19.53,1,0,1,0,1,0,0,0,0,0,0,0,1
0,48,0.8,59.95,40.43,19.52,0,0,0,0,0,0,0,0,0,0,0,0,1
0,49,0.82,59.96,40.55,19.42,0,0,0,0,0,1,0,0,1,0,1,0,2
0,50,0.83,60.09,40.55,19.53,0,0,0,0,0,0,0,0,0,0,0,0,1
0,51,0.85,59.99,40.46,19.53,0,0,0,0,0,0,0,0,0,0,0,0,1
0,52,0.87,59.96,40.45,19.51,0,0,0,0,0,0,0,0,0,0,0,0,1
0,53,0.88,60.07,40.56,19.51,0,0,0,0,0,0,0,0,0,0,0,0,1
0,54,0.9,59.99,40.46,19.53,0,0,0,0,0,0,0,0,0,0,0,0,1
0,55,0.92,59.99,40.45,19.54,0,0,0,0,0,0,0,0,0,0,0,0,1
0,56,0.93,59.98,40.46,19.52,0,0,0,0,0,0,0,0,0,0,0,0,1
0,57,0.95,59.98,40.46,19.52,0,0,0,0,0,0,0,0,0,0,0,0,1
0,58,0.97,60.07,40.55,19.52,0,0,0,0,0,0,0,0,0,0,0,0,1
0,59,0.98,60,40.46,19.54,0,0,0,0,0,1,0,1,0,0,1,0,2
1,0,1,59.98,40.45,19.53,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,1.02,60.06,40.54,19.52,0,0,0,0,0,1,0,0,1,0,1,0,2
1,2,1.03,59.97,40.45,19.52,0,0,0,0,0,0,0,0,0,0,0,0,1
1,3,1.05,59.99,40.55,19.43,0,0,0,0,0,1,1,1,0,1,0,0,1
1,4,1.07,59.99,40.56,19.43,0,0,0,0,0,0,0,0,0,0,0,0,1
1,5,1.08,60,40.56,19.44,0,0,0,0,0,1,2,2,0,2,0,0,1
1,6,1.1,60.01,40.48,19.54,0,0,0,0,0,0,0,0,0,0,0,0,1
1,7,1.12,59.99,40.46,19.53,0,0,0,0,0,0,0,0,0,0,0,0,1
1,8,1.13,59.99,40.47,19.52,0,0,0,0,0,0,0,0,0,0,0,0,1
1,9,1.15,60.07,40.55,19.52,0,0,0,0,0,0,0,0,0,0,0,0,1
1,10,1.17,59.96,40.45,19.51,0,0,0,0,0,0,0,0,0,0,0,0,1
1,11,1.18,60.06,40.53,19.53,0,0,0,0,0,0,0,0,0,0,0,0,2
1,12,1.2,59.99,40.45,19.54,0,0,0,0,0,1,0,1,1,0,2,0,2
1,13,1.22,59.95,40.42,19.52,1,0,1,0,1,1,0,1,0,0,1,0,2
1,14,1.23,60.02,40.58,19.44,0,0,0,0,0,0,0,0,0,0,0,0,1
1,15,1.25,59.98,40.56,19.42,1,0,1,0,1,1,0,0,1,0,1,0,1
1,16,1.27,60.08,40.57,19.51,0,0,0,0,0,0,0,0,0,0,0,0,1
1,17,1.28,60.01,40.49,19.52,1,0,1,0,1,1,0,1,0,0,1,0,2
1,18,1.3,59.97,40.44,19.53,0,0,0,0,0,1,0,0,2,0,2,0,2
1,19,1.32,60,40.46,19.54,0,0,0,0,0,1,0,1,0,0,1,0,2
1,20,1.33,59.98,40.56,19.42,0,0,0,0,0,0,0,0,0,0,0,0,1
1,21,1.35,60.07,40.55,19.53,0,0,0,0,0,0,0,0,0,0,0,0,1
1,22,1.37,59.99,40.46,19.53,0,0,0,0,0,0,0,0,0,0,0,0,1
1,23,1.38,59.98,40.45,19.53,0,0,0,0,0,0,0,0,0,0,0,0,1
1,24,1.4,60.07,40.55,19.52,0,0,0,0,0,0,0,0,0,0,0,0,1
1,25,1.42,59.9,40.47,19.44,0,0,0,0,0,0,0,0,0,0,0,0,1
1,26,1.43,60.07,40.55,19.52,0,0,0,0,0,0,0,0,0,0,0,0,1
1,27,1.45,59.96,40.44,19.53,0,0,0,0,0,0,0,0,0,0,0,0,1
1,28,1.47,59.97,40.45,19.52,0,0,0,0,0,0,0,0,0,0,0,0,1
1,29,1.48,60.03,40.46,19.56,0,0,0,0,0,0,0,0,0,0,0,0,1
1,30,1.5,59.97,40.45,19.52,1,1,0,0,1,0,0,0,0,0,0,0,1
1,31,1.52,59.99,40.47,19.53,0,0,0,0,0,0,0,0,0,0,0,0,1
1,32,1.53,59.98,40.46,19.52,0,0,0,0,0,0,0,0,0,0,0,0,1
1,33,1.55,59.98,40.45,19.53,0,0,0,0,0,0,0,0,0,0,0,0,1
1,34,1.57,59.97,40.46,19.52,0,0,0,0,0,0,0,0,0,0,0,0,1
1,35,1.58,59.99,40.55,19.44,0,0,0,0,0,0,0,0,0,0,0,0,1
1,36,1.6,59.98,40.55,19.43,0,0,0,0,0,0,0,0,0,0,0,0,1
1,37,1.62,60.07,40.55,19.52,0,0,0,0,0,0,0,0,0,0,0,0,1
1,38,1.63,59.98,40.46,19.52,0,0,0,0,0,0,0,0,0,0,0,0,1
1,39,1.65,59.98,40.46,19.52,0,0,0,0,0,0,0,0,0,0,0,0,1
1,40,1.67,59.97,40.55,19.43,0,0,0,0,0,0,0,0,0,0,0,0,1
1,41,1.68,59.99,40.56,19.43,0,0,0,0,0,0,0,0,0,0,0,0,1
1,42,1.7,60.05,40.54,19.52,0,0,0,0,0,0,0,0,0,0,0,0,2
1,43,1.72,59.98,40.45,19.53,0,0,0,0,0,0,0,0,0,0,0,0,1
1,44,1.73,59.99,40.45,19.54,0,0,0,0,0,0,0,0,0,0,0,0,1
1,45,1.75,59.98,40.45,19.53,0,0,0,0,0,0,0,0,0,0,0,0,2
1,46,1.77,59.91,40.48,19.44,0,0,0,0,0,0,0,0,0,0,0,0,1
1,47,1.78,60.09,40.57,19.53,0,0,0,0,0,0,0,0,0,0,0,0,1
1,48,1.8,59.99,40.47,19.53,0,0,0,0,0,0,0,0,0,0,0,0,1
1,49,1.82,59.97,40.44,19.53,0,0,0,0,0,0,0,0,0,0,0,0,1
1,50,1.83,59.98,40.46,19.53,0,0,0,0,0,0,0,0,0,0,0,0,2
1,51,1.85,59.97,40.45,19.52,0,0,0,0,0,0,0,0,0,0,0,0,1
1,52,1.87,59.98,40.56,19.42,0,0,0,0,0,0,0,0,0,0,0,0,1
1,53,1.88,59.98,40.55,19.43,0,0,0,0,0,0,0,0,0,0,0,0,1
1,57,1.95,59.96,40.43,19.53,0,0,0,0,0,0,0,0,0,0,0,0,1
1,58,1.97,60,40.47,19.53,0,0,0,0,0,0,0,0,0,0,0,0,1
1,59,1.98,60,40.47,19.53,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,2,59.99,40.47,19.52,0,0,0,0,0,1,0,1,0,0,1,0,2
2,1,2.02,59.97,40.54,19.43,0,0,0,0,0,0,0,0,0,0,0,0,1
2,2,2.03,60.08,40.55,19.52,0,0,0,0,0,0,0,0,0,0,0,0,1
2,3,2.05,59.98,40.46,19.52,0,0,0,0,0,0,0,0,0,0,0,0,1
2,4,2.07,60.06,40.54,19.52,0,0,0,0,0,0,0,0,0,0,0,0,1
2,5,2.08,59.98,40.46,19.52,0,0,0,0,0,1,0,1,0,0,1,0,2
2,6,2.1,60.01,40.46,19.55,0,0,0,0,0,0,0,0,0,0,0,0,1
2,7,2.12,59.98,40.45,19.53,0,0,0,0,0,0,0,0,0,0,0,0,1
2,8,2.13,59.98,40.53,19.45,0,0,0,0,0,0,0,0,0,0,0,0,1
2,9,2.15,60.07,40.55,19.52,0,0,0,0,0,0,0,0,0,0,0,0,1
2,10,2.17,59.98,40.46,19.52,0,0,0,0,0,0,0,0,0,0,0,0,1
2,11,2.18,59.99,40.45,19.54,0,0,0,0,0,0,0,0,0,0,0,0,1
2,12,2.2,59.99,40.56,19.43,0,0,0,0,0,0,0,0,0,0,0,0,1
2,13,2.22,60.09,40.55,19.53,0,0,0,0,0,0,0,0,0,0,0,0,1
2,14,2.23,59.97,40.43,19.54,0,0,0,0,0,0,0,0,0,0,0,0,1
2,15,2.25,59.98,40.55,19.42,0,0,0,0,0,0,0,0,0,0,0,0,1
2,16,2.27,60.07,40.54,19.53,0,0,0,0,0,0,0,0,0,0,0,0,1
2,17,2.28,60,40.47,19.53,0,0,0,0,0,0,0,0,0,0,0,0,1
2,18,2.3,59.98,40.46,19.53,0,0,0,0,0,0,0,0,0,0,0,0,1
2,19,2.32,60.08,40.56,19.53,0,0,0,0,0,0,0,0,0,0,0,0,1
2,20,2.33,60,40.46,19.54,0,0,0,0,0,0,0,0,0,0,0,0,1
2,21,2.35,59.99,40.46,19.52,0,0,0,0,0,0,0,0,0,0,0,0,1
2,22,2.37,59.99,40.46,19.53,0,0,0,0,0,0,0,0,0,0,0,0,1
2,23,2.38,59.96,40.45,19.52,0,0,0,0,0,0,0,0,0,0,0,0,1
2,24,2.4,60.07,40.54,19.52,0,0,0,0,0,0,0,0,0,0,0,0,1
2,25,2.42,59.97,40.44,19.53,0,0,0,0,0,0,0,0,0,0,0,0,1
2,26,2.43,60,40.46,19.53,0,0,0,0,0,1,0,0,1,0,1,0,2
2,27,2.45,59.99,40.57,19.42,0,0,0,0,0,1,1,1,0,1,0,0,1
2,28,2.47,59.98,40.56,19.43,0,0,0,0,0,0,0,0,0,0,0,0,1
2,29,2.48,60.08,40.54,19.54,0,0,0,0,0,0,0,0,0,0,0,0,1
2,30,2.5,60,40.46,19.54,0,0,0,0,0,0,0,0,0,0,0,0,1
2,31,2.52,59.93,40.48,19.46,0,0,0,0,0,0,0,0,0,0,0,0,1
2,32,2.53,60.02,40.49,19.54,0,0,0,0,0,0,0,0,0,0,0,0,1
2,33,2.55,59.95,40.49,19.46,0,0,0,0,0,0,0,0,0,0,0,0,1
2,34,2.57,60.02,40.49,19.54,0,0,0,0,0,1,0,1,0,0,1,0,2
2,35,2.58,60.01,40.48,19.53,0,0,0,0,0,0,0,0,0,0,0,0,1
2,36,2.6,60.03,40.48,19.54,0,0,0,0,0,1,0,1,0,0,1,0,2
2,37,2.62,59.96,40.52,19.45,0,0,0,0,0,0,0,0,0,0,0,0,1
2,38,2.63,59.96,40.55,19.42,0,0,0,0,0,0,0,0,0,0,0,0,1
2,39,2.65,59.99,40.56,19.43,0,0,0,0,0,0,0,0,0,0,0,0,1
2,40,2.67,60.08,40.54,19.54,0,0,0,0,0,0,0,0,0,0,0,0,1
2,41,2.68,59.97,40.45,19.52,1,1,0,0,1,0,0,0,0,0,0,0,1
2,42,2.7,59.98,40.55,19.43,0,0,0,0,0,0,0,0,0,0,0,0,1
2,43,2.72,60.07,40.54,19.53,0,0,0,0,0,0,0,0,0,0,0,0,1
2,44,2.73,59.97,40.45,19.52,0,0,0,0,0,0,0,0,0,0,0,0,1
2,45,2.75,59.96,40.54,19.43,0,0,0,0,0,0,0,0,0,0,0,0,1
2,46,2.77,60.07,40.55,19.52,0,0,0,0,0,0,0,0,0,0,0,0,1
2,47,2.78,59.99,40.46,19.53,0,0,0,0,0,0,0,0,0,0,0,0,1
2,48,2.8,59.97,40.56,19.42,0,0,0,0,0,0,0,0,0,0,0,0,1
2,49,2.82,60.07,40.55,19.52,0,0,0,0,0,0,0,0,0,0,0,0,1
2,50,2.83,59.98,40.45,19.52,0,0,0,0,0,1,0,1,0,0,1,0,2
2,51,2.85,59.99,40.45,19.53,0,0,0,0,0,1,0,1,0,0,1,0,2
2,52,2.87,59.97,40.55,19.42,0,0,0,0,0,0,0,0,0,0,0,0,1
2,53,2.88,60.08,40.55,19.52,0,0,0,0,0,0,0,0,0,0,0,0,1
2,54,2.9,59.96,40.44,19.52,0,0,0,0,0,0,0,0,0,0,0,0,1
2,55,2.92,59.99,40.45,19.54,0,0,0,0,0,0,0,0,0,0,0,0,1
2,56,2.93,59.99,40.47,19.52,0,0,0,0,0,0,0,0,0,0,0,0,1
2,57,2.95,59.98,40.54,19.44,1,0,1,0,1,1,0,0,1,0,1,0,2
2,58,2.97,60.06,40.54,19.52,0,0,0,0,0,1,3,3,0,3,0,0,1
2,59,2.98,60,40.45,19.55,0,0,0,0,0,0,0,0,0,0,0,0,1
3,0,3,59.97,40.45,19.52,0,0,0,0,0,0,0,0,0,0,0,0,1
3,1,3.02,60.08,40.54,19.54,0,0,0,0,0,0,0,0,0,0,0,0,1
3,2,3.03,59.99,40.46,19.53,0,0,0,0,0,0,0,0,0,0,0,0,1
3,3,3.05,59.98,40.44,19.54,0,0,0,0,0,0,0,0,0,0,0,0,1
3,4,3.07,60.07,40.55,19.52,0,0,0,0,0,0,0,0,0,0,0,0,1
3,5,3.08,59.98,40.44,19.54,0,0,0,0,0,0,0,0,0,0,0,0,1
3,9,3.15,59.98,40.55,19.43,0,0,0,0,0,0,0,0,0,0,0,0,1
3,10,3.17,60.08,40.55,19.53,0,0,0,0,0,0,0,0,0,0,0,0,1
3,11,3.18,59.99,40.46,19.53,0,0,0,0,0,0,0,0,0,0,0,0,1
3,12,3.2,59.97,40.44,19.53,0,0,0,0,0,0,0,0,0,0,0,0,1
3,13,3.22,60.07,40.55,19.53,0,0,0,0,0,0,0,0,0,0,0,0,1
3,14,3.23,59.98,40.46,19.52,0,0,0,0,0,0,0,0,0,0,0,0,1
3,15,3.25,59.95,40.43,19.52,0,0,0,0,0,0,0,0,0,0,0,0,1
3,16,3.27,59.98,40.55,19.43,0,0,0,0,0,0,0,0,0,0,0,0,1
3,17,3.28,59.97,40.54,19.43,0,0,0,0,0,0,0,0,0,0,0,0,1
3,18,3.3,60.06,40.54,19.52,0,0,0,0,0,0,0,0,0,0,0,0,1
3,19,3.32,60,40.47,19.53,0,0,0,0,0,0,0,0,0,0,0,0,1
3,20,3.33,59.98,40.44,19.54,0,0,0,0,0,0,0,0,0,0,0,0,1
3,21,3.35,59.97,40.44,19.53,0,0,0,0,0,1,0,1,0,0,1,0,2
3,22,3.37,59.96,40.54,19.42,0,0,0,0,0,0,0,0,0,0,0,0,1
3,23,3.38,59.99,40.55,19.44,0,0,0,0,0,0,0,0,0,0,0,0,1
3,27,3.45,59.97,40.44,19.52,0,0,0,0,0,0,0,0,0,0,0,0,1
3,28,3.47,59.96,40.54,19.42,0,0,0,0,0,0,0,0,0,0,0,0,1
3,29,3.48,60.01,40.57,19.45,0,0,0,0,0,0,0,0,0,0,0,0,1
3,30,3.5,60,40.55,19.45,0,0,0,0,0,0,0,0,0,0,0,0,1
3,31,3.52,60.08,40.56,19.52,0,0,0,0,0,0,0,0,0,0,0,0,1
3,32,3.53,59.98,40.46,19.52,0,0,0,0,0,0,0,0,0,0,0,0,1
3,33,3.55,59.96,40.54,19.42,0,0,0,0,0,0,0,0,0,0,0,0,1
3,34,3.57,60.07,40.55,19.52,0,0,0,0,0,0,0,0,0,0,0,0,1
3,35,3.58,59.98,40.45,19.53,0,0,0,0,0,0,0,0,0,0,0,0,1
3,36,3.6,60,40.47,19.53,0,0,0,0,0,1,0,0,1,0,1,0,2
3,37,3.62,59.96,40.54,19.42,0,0,0,0,0,0,0,0,0,0,0,0,1
3,38,3.63,60.06,40.54,19.52,0,0,0,0,0,0,0,0,0,0,0,0,1
3,39,3.65,59.98,40.54,19.44,0,0,0,0,0,0,0,0,0,0,0,0,2
3,40,3.67,59.99,40.56,19.43,1,1,0,1,0,1,1,2,0,1,1,0,2
3,41,3.68,60.09,40.56,19.53,0,0,0,0,0,0,0,0,0,0,0,0,1
3,42,3.7,59.9,40.48,19.43,0,0,0,0,0,1,0,1,0,0,1,0,2
3,43,3.72,60.09,40.54,19.54,0,0,0,0,0,0,0,0,0,0,0,0,1
3,44,3.73,59.97,40.45,19.53,0,0,0,0,0,1,0,0,1,0,1,0,1
3,45,3.75,59.99,40.47,19.52,0,0,0,0,0,0,0,0,0,0,0,0,1
3,46,3.77,59.97,40.45,19.52,0,0,0,0,0,1,0,0,1,0,1,0,2
3,47,3.78,59.99,40.46,19.53,0,0,0,0,0,0,0,0,0,0,0,0,1
3,48,3.8,59.98,40.56,19.42,1,1,1,0,2,0,0,0,0,0,0,0,2
3,49,3.82,59.99,40.57,19.43,0,0,0,0,0,0,0,0,0,0,0,0,1
3,50,3.83,60.01,40.46,19.55,0,0,0,0,0,0,0,0,0,0,0,0,1
3,51,3.85,60.02,40.49,19.52,1,2,0,1,1,1,0,1,0,1,0,0,2
3,52,3.87,59.98,40.45,19.53,1,0,1,0,1,1,0,0,1,0,1,0,1
3,53,3.88,59.99,40.46,19.53,0,0,0,0,0,0,0,0,0,0,0,0,1
3,54,3.9,59.98,40.46,19.53,1,1,0,0,1,1,1,1,0,1,0,0,2
3,55,3.92,59.98,40.54,19.44,0,0,0,0,0,0,0,0,0,0,0,0,1
3,56,3.93,60.07,40.55,19.52,0,0,0,0,0,0,0,0,0,0,0,0,1
3,57,3.95,59.98,40.46,19.52,0,0,0,0,0,0,0,0,0,0,0,0,1
3,58,3.97,59.97,40.45,19.52,0,0,0,0,0,0,0,0,0,0,0,0,1
3,59,3.98,59.99,40.47,19.52,0,0,0,0,0,1,1,1,0,1,0,0,1
4,0,4,59.99,40.47,19.52,0,0,0,0,0,0,0,0,0,0,0,0,1
4,1,4.02,59.98,40.54,19.44,0,0,0,0,0,0,0,0,0,0,0,0,1
4,2,4.03,60.08,40.55,19.53,0,0,0,0,0,0,0,0,0,0,0,0,1
4,3,4.05,59.98,40.45,19.53,0,0,0,0,0,0,0,0,0,0,0,0,1
4,4,4.07,60.01,40.47,19.54,0,0,0,0,0,0,0,0,0,0,0,0,1
4,5,4.08,60,40.47,19.53,0,0,0,0,0,1,0,1,0,0,1,0,2
4,6,4.1,59.99,40.46,19.53,0,0,0,0,0,0,0,0,0,0,0,0,1
4,7,4.12,59.98,40.45,19.53,0,0,0,0,0,0,0,0,0,0,0,0,2
4,8,4.13,59.98,40.46,19.52,0,0,0,0,0,0,0,0,0,0,0,0,1
4,9,4.15,59.97,40.54,19.43,0,0,0,0,0,0,0,0,0,0,0,0,1
4,10,4.17,60.08,40.55,19.53,0,0,0,0,0,0,0,0,0,0,0,0,1
4,11,4.18,60,40.46,19.53,0,0,0,0,0,1,1,1,0,1,0,0,1
4,12,4.2,60,40.47,19.52,0,0,0,0,0,0,0,0,0,0,0,0,1
4,13,4.22,59.97,40.45,19.52,0,0,0,0,0,0,0,0,0,0,0,0,1
4,14,4.23,59.97,40.44,19.52,0,0,0,0,0,0,0,0,0,0,0,0,1
4,15,4.25,59.97,40.55,19.42,0,0,0,0,0,0,0,0,0,0,0,0,1
4,16,4.27,59.97,40.54,19.42,0,0,0,0,0,0,0,0,0,0,0,0,1
4,17,4.28,60.01,40.57,19.43,0,0,0,0,0,0,0,0,0,0,0,0,1
4,18,4.3,59.97,40.55,19.42,0,0,0,0,0,0,0,0,0,0,0,0,1
4,19,4.32,60.08,40.54,19.53,0,0,0,0,0,0,0,0,0,0,0,0,1
4,20,4.33,59.97,40.45,19.52,0,0,0,0,0,0,0,0,0,0,0,0,1
4,21,4.35,59.97,40.55,19.43,0,0,0,0,0,1,2,2,0,2,0,0,1
4,22,4.37,60.07,40.55,19.52,0,0,0,0,0,0,0,0,0,0,0,0,1
4,23,4.38,59.95,40.43,19.52,0,0,0,0,0,1,2,2,0,2,0,0,1
4,24,4.4,59.97,40.54,19.43,0,0,0,0,0,0,0,0,0,0,0,0,1
4,25,4.42,60.08,40.56,19.52,0,0,0,0,0,0,0,0,0,0,0,0,1
4,26,4.43,59.98,40.45,19.53,0,0,0,0,0,0,0,0,0,0,0,0,1
4,27,4.45,59.96,40.44,19.52,0,0,0,0,0,1,1,2,1,1,2,0,2
4,28,4.47,59.99,40.47,19.53,0,0,0,0,0,0,0,0,0,0,0,0,1
4,29,4.48,60.09,40.55,19.54,0,0,0,0,0,0,0,0,0,0,0,0,1
4,30,4.5,59.98,40.46,19.52,0,0,0,0,0,0,0,0,0,0,0,0,1
4,31,4.52,59.99,40.47,19.52,1,1,0,0,1,1,0,0,1,0,1,0,2
4,32,4.53,59.98,40.45,19.53,0,0,0,0,0,0,0,0,0,0,0,0,1
4,33,4.55,59.98,40.55,19.44,0,0,0,0,0,0,0,0,0,0,0,0,1
4,34,4.57,59.98,40.46,19.52,0,0,0,0,0,0,0,0,0,0,0,0,1
4,35,4.58,59.97,40.54,19.43,0,0,0,0,0,0,0,0,0,0,0,0,1
4,36,4.6,60.01,40.57,19.44,0,0,0,0,0,0,0,0,0,0,0,0,1
4,37,4.62,60.06,40.54,19.53,0,0,0,0,0,0,0,0,0,0,0,0,1
4,38,4.63,59.97,40.45,19.53,0,0,0,0,0,1,1,2,0,1,1,0,2
4,39,4.65,59.97,40.55,19.42,0,0,0,0,0,0,0,0,0,0,0,0,1
4,40,4.67,60.01,40.57,19.43,0,0,0,0,0,0,0,0,0,0,0,0,1
