Hour,minutes,H_M,Cycl_Length,SGN_Red_Time,SGN_Green_Time,StopBar_LEFT_Trigger,Freq. AOR by Cycle,Freq. AOG by Cycle,Freq. DOR by Cycle,Freq. DOG by Cycle,StopBar_RtTh_Trigger,RTOR Depart (assumption),Freq. AOR by Cycle,Freq. AOG by Cycle,Freq. DOR by Cycle,Freq. DOG by Cycle,Truck_Present,Q_filled
19,8,19.13,60.1,40.57,19.53,1,0,2,0,1,1,0,0,2,0,2,0,1
19,9,19.15,59.98,40.46,19.52,1,0,0,0,1,0,0,0,0,0,0,0,2
19,10,19.17,60.01,40.48,19.53,1,0,1,0,1,1,1,2,1,1,2,0,2
19,11,19.18,59.99,40.46,19.53,1,0,1,0,1,1,0,2,0,1,1,0,2
19,12,19.2,59.99,40.46,19.53,1,0,1,0,0,1,0,0,2,0,2,0,2
19,13,19.22,60,40.47,19.53,1,0,1,1,1,1,2,3,1,2,2,0,2
19,14,19.23,60,40.47,19.53,0,0,0,0,0,1,1,1,0,1,0,0,2
19,15,19.25,59.99,40.47,19.52,0,0,0,0,0,0,0,0,0,0,0,0,1
19,16,19.27,59.98,40.54,19.43,1,1,0,0,1,1,0,1,2,0,2,0,3
19,17,19.28,60.01,40.57,19.45,1,1,1,0,2,1,4,4,0,5,0,0,2
19,18,19.3,59.98,40.55,19.43,0,0,0,0,0,0,0,0,0,0,0,0,1
19,19,19.32,60,40.56,19.44,1,1,0,1,0,0,0,0,0,0,0,0,1
19,20,19.33,60.01,40.58,19.43,1,0,1,0,1,1,1,1,3,1,3,0,2
19,21,19.35,59.99,40.57,19.42,1,0,2,0,2,1,0,1,3,0,4,0,2
19,22,19.37,59.99,40.56,19.43,1,1,0,0,1,1,5,6,0,5,1,0,2
19,23,19.38,60.01,40.55,19.46,0,0,0,0,0,0,0,0,0,0,0,0,1
19,24,19.4,60.08,40.56,19.52,0,0,0,0,0,1,0,1,1,0,2,0,2
19,25,19.42,59.98,40.45,19.53,0,0,0,0,0,0,0,0,0,0,0,0,1
19,26,19.43,60.01,40.47,19.54,1,1,2,0,3,1,0,1,0,0,1,0,2
19,27,19.45,59.99,40.46,19.54,1,1,0,0,1,1,0,1,2,0,2,0,3
19,28,19.47,59.98,40.45,19.52,0,0,0,0,0,1,1,2,0,2,1,0,2
19,29,19.48,59.98,40.44,19.53,0,0,0,0,0,1,0,0,3,0,3,0,2
19,30,19.5,59.97,40.46,19.51,1,1,1,0,2,1,0,1,0,0,1,0,2
19,31,19.52,59.99,40.47,19.51,0,0,0,0,0,0,0,0,0,0,0,0,1
19,32,19.53,59.99,40.56,19.43,0,0,0,0,0,0,0,0,0,0,0,0,1
19,33,19.55,60,40.55,19.45,1,0,1,0,1,1,0,0,3,0,3,0,2
19,38,19.63,59.96,40.45,19.52,0,0,0,0,0,0,0,0,0,0,0,0,1
19,39,19.65,59.98,40.46,19.52,0,0,0,0,0,0,0,0,0,0,0,0,1
19,40,19.67,60,40.55,19.44,1,0,2,0,2,1,0,1,1,0,2,0,2
19,41,19.68,59.99,40.56,19.43,0,0,0,0,0,1,3,3,0,3,0,0,1
19,42,19.7,60.09,40.56,19.53,1,0,1,0,1,1,0,0,3,0,3,0,2
19,43,19.72,59.99,40.46,19.52,0,0,0,0,0,1,0,1,0,0,1,0,2
19,44,19.73,59.91,40.47,19.44,1,1,0,0,1,1,2,3,2,2,3,0,2
19,45,19.75,59.99,40.56,19.43,1,1,0,0,1,1,0,1,0,0,1,0,2
19,46,19.77,59.98,40.56,19.42,1,0,1,0,1,1,0,1,1,0,1,0,2
19,47,19.78,60.02,40.57,19.45,0,0,0,0,0,1,0,1,0,1,1,0,2
19,48,19.8,59.98,40.55,19.43,0,0,0,0,0,1,1,2,0,1,1,0,2
19,49,19.82,60.1,40.56,19.54,0,0,0,0,0,1,0,1,0,0,1,0,2
19,50,19.83,59.91,40.47,19.44,1,1,0,0,1,0,0,0,0,0,0,0,1
19,51,19.85,59.98,40.56,19.42,1,1,0,0,1,0,0,0,0,0,0,0,2
19,52,19.87,60.09,40.56,19.53,0,0,0,0,0,0,0,0,0,0,0,0,1
19,53,19.88,59.99,40.44,19.54,0,0,0,0,0,0,0,0,0,0,0,0,2
19,54,19.9,59.98,40.45,19.53,0,0,0,0,0,0,0,0,0,0,0,0,1
19,55,19.92,59.98,40.45,19.53,0,0,0,0,0,0,0,0,0,0,0,0,2
19,56,19.93,59.91,40.48,19.44,0,0,0,0,0,0,0,0,0,0,0,0,2
20,0,20,60,40.56,19.44,0,0,0,0,0,1,0,1,0,0,1,0,2
20,1,20.02,59.98,40.55,19.43,0,0,0,0,0,1,1,1,0,1,0,0,1
20,2,20.03,60.09,40.56,19.53,1,1,1,0,2,1,0,0,1,0,1,0,2
20,3,20.05,60,40.47,19.52,1,1,0,0,1,1,2,3,1,2,2,0,2
20,4,20.07,59.99,40.47,19.52,1,1,0,0,1,1,0,1,0,0,1,0,2
20,5,20.08,60,40.46,19.54,0,0,0,0,0,0,0,0,0,0,0,0,1
20,6,20.1,59.9,40.46,19.44,1,1,0,0,1,1,0,1,0,0,1,0,2
20,7,20.12,59.99,40.57,19.42,1,1,0,0,1,1,3,4,0,3,1,0,2
20,8,20.13,59.99,40.56,19.43,1,1,3,0,4,1,0,1,0,0,1,0,3
20,9,20.15,59.98,40.56,19.42,0,0,0,0,0,1,0,1,1,0,2,0,2
20,10,20.17,59.99,40.57,19.43,1,1,0,0,1,1,0,0,1,0,1,0,2
20,11,20.18,60.09,40.56,19.53,1,1,0,0,1,0,0,0,0,0,0,0,2
20,12,20.2,60.01,40.46,19.55,1,0,2,0,2,1,1,1,1,1,1,0,1
20,13,20.22,59.98,40.45,19.53,1,0,2,0,2,1,0,1,1,0,2,0,2
20,14,20.23,59.9,40.46,19.44,1,2,0,2,0,1,2,3,2,2,3,0,2
20,15,20.25,60.08,40.55,19.54,0,0,0,0,0,1,0,0,1,0,1,0,2
20,16,20.27,59.97,40.45,19.52,0,0,0,0,0,1,0,2,1,1,2,0,3
20,17,20.28,59.99,40.45,19.55,1,0,1,0,1,1,0,0,2,0,2,0,2
20,18,20.3,59.99,40.46,19.53,1,1,0,0,1,0,0,0,0,0,0,0,2
20,19,20.32,59.98,40.46,19.52,0,0,0,0,0,1,0,1,0,0,1,0,2
20,20,20.33,60,40.56,19.44,0,0,0,0,0,1,0,1,0,0,1,0,2
20,21,20.35,60.06,40.53,19.53,1,0,1,0,1,1,1,1,2,1,2,0,2
20,22,20.37,59.98,40.46,19.52,0,0,0,0,0,1,0,0,1,0,1,0,2
20,23,20.38,60.01,40.47,19.53,1,0,1,0,1,0,0,0,0,0,0,0,2
20,24,20.4,59.99,40.46,19.53,1,1,0,0,1,0,0,0,0,0,0,0,2
20,29,20.48,60,40.46,19.54,0,0,0,0,0,1,1,2,0,1,1,0,2
20,30,20.5,59.97,40.44,19.53,0,0,0,0,0,1,0,1,0,0,1,0,2
20,31,20.52,59.99,40.56,19.43,0,0,0,0,0,1,2,2,0,2,0,0,1
20,32,20.53,60.01,40.56,19.45,1,0,1,0,1,1,0,0,3,0,2,0,2
20,33,20.55,59.98,40.46,19.52,1,0,1,0,1,1,0,1,1,1,2,1,2
20,34,20.57,59.98,40.55,19.43,0,0,0,0,0,0,0,0,0,0,0,0,1
20,35,20.58,60.02,40.49,19.53,0,0,0,0,0,1,0,1,0,0,0,0,3
20,36,20.6,59.98,40.46,19.52,0,0,0,0,0,0,0,0,0,0,0,0,2
20,37,20.62,59.99,40.46,19.53,0,0,0,0,0,0,0,0,0,0,0,0,1
20,38,20.63,59.98,40.45,19.53,0,0,0,0,0,0,0,0,0,0,0,0,2
20,42,20.7,60.01,40.48,19.53,1,1,2,0,3,1,1,1,0,1,0,0,2
20,43,20.72,59.99,40.46,19.54,0,0,0,0,0,1,1,1,0,1,0,0,1
20,44,20.73,60.01,40.45,19.57,0,0,0,0,0,1,0,1,0,0,1,0,2
20,45,20.75,59.98,40.47,19.52,0,0,0,0,0,0,0,0,0,0,0,0,1
20,46,20.77,59.98,40.46,19.52,1,0,1,0,1,1,0,1,1,0,2,0,2
20,47,20.78,59.99,40.47,19.52,1,0,1,0,1,1,3,3,0,3,0,0,1
20,48,20.8,59.99,40.56,19.43,0,0,0,0,0,0,0,0,0,0,0,0,1
20,49,20.82,60.07,40.53,19.53,0,0,0,0,0,0,0,0,0,0,0,0,1
20,50,20.83,59.97,40.44,19.53,0,0,0,0,0,1,0,1,0,0,1,0,2
20,51,20.85,59.98,40.46,19.52,0,0,0,0,0,0,0,0,0,0,0,0,1
20,52,20.87,59.99,40.55,19.44,0,0,0,0,0,1,0,0,2,0,2,0,2
20,53,20.88,59.98,40.56,19.42,1,1,0,0,1,1,1,2,0,1,1,0,2
20,54,20.9,60.01,40.47,19.55,1,1,0,0,1,1,0,0,1,0,1,0,2
20,55,20.92,59.99,40.47,19.52,0,0,0,0,0,0,0,0,0,0,0,0,1
20,56,20.93,59.98,40.46,19.53,0,0,0,0,0,0,0,0,0,0,0,0,1
20,57,20.95,59.97,40.45,19.52,0,0,0,0,0,1,1,1,0,1,0,0,1
20,58,20.97,59.99,40.47,19.52,0,0,0,0,0,0,0,0,0,0,0,0,1
20,59,20.98,60,40.46,19.54,0,0,0,0,0,0,0,0,0,0,0,0,1
21,0,21,59.99,40.46,19.53,0,0,0,0,0,0,0,0,0,0,0,0,1
21,1,21.02,59.99,40.56,19.43,0,0,0,0,0,0,0,0,0,0,0,0,2
21,2,21.03,60.07,40.54,19.53,0,0,0,0,0,0,0,0,0,0,0,0,2
21,3,21.05,59.98,40.45,19.53,0,0,0,0,0,0,0,0,0,0,0,0,2
21,4,21.07,59.99,40.46,19.53,0,0,0,0,0,0,0,0,0,0,0,0,1
21,5,21.08,60.01,40.47,19.53,0,0,0,0,0,0,0,0,0,0,0,0,1
21,6,21.1,59.99,40.56,19.43,0,0,0,0,0,0,0,0,0,0,0,0,1
21,7,21.12,59.98,40.55,19.44,0,0,0,0,0,0,0,0,0,0,0,0,1
21,8,21.13,59.99,40.56,19.43,1,0,1,0,1,0,0,0,0,0,0,0,1
21,9,21.15,60.08,40.55,19.53,0,0,0,0,0,0,0,0,0,0,0,0,1
21,10,21.17,60,40.46,19.54,0,0,0,0,0,1,0,1,0,0,1,0,2
21,11,21.18,60.01,40.46,19.54,1,1,0,0,1,1,0,1,0,0,1,0,2
21,12,21.2,59.92,40.47,19.45,0,0,0,0,0,0,0,0,0,0,0,0,1
21,13,21.22,59.99,40.56,19.43,0,0,0,0,0,1,0,1,0,0,1,0,2
21,14,21.23,60,40.57,19.43,0,0,0,0,0,0,0,0,0,0,0,0,1
21,15,21.25,60,40.57,19.42,1,1,0,0,1,0,0,0,0,0,0,0,2
21,16,21.27,59.98,40.55,19.43,1,0,1,0,1,1,1,1,0,1,0,0,1
21,17,21.28,59.98,40.54,19.43,1,0,1,0,0,1,1,1,1,1,0,0,1
21,18,21.3,59.98,40.56,19.42,1,1,0,2,0,1,0,1,0,1,1,0,2
21,19,21.32,59.99,40.56,19.43,0,0,0,0,0,0,0,0,0,0,0,0,1
21,20,21.33,60,40.49,19.51,1,1,0,0,1,1,0,1,0,0,1,0,2
21,21,21.35,60,40.56,19.44,0,0,0,0,0,1,0,1,0,0,1,0,2
21,22,21.37,60.08,40.55,19.53,0,0,0,0,0,1,0,1,1,0,2,0,2
21,23,21.38,59.99,40.46,19.54,0,0,0,0,0,0,0,0,0,0,0,0,1
21,24,21.4,59.99,40.46,19.53,0,0,0,0,0,1,0,1,0,0,1,0,2
21,25,21.42,60,40.47,19.53,0,0,0,0,0,0,0,0,0,0,0,0,1
21,26,21.43,59.99,40.45,19.53,0,0,0,0,0,1,1,1,0,1,0,0,2
21,27,21.45,60.02,40.49,19.53,0,0,0,0,0,0,0,0,0,0,0,0,1
21,28,21.47,59.98,40.46,19.53,1,0,1,0,1,1,0,1,0,0,1,0,2
21,29,21.48,59.99,40.55,19.44,0,0,0,0,0,1,0,1,0,0,1,0,2
21,30,21.5,60,40.48,19.53,1,0,1,0,1,1,1,2,0,1,1,0,2
21,31,21.52,59.99,40.56,19.43,1,1,0,0,1,1,2,3,0,2,1,0,2
21,32,21.53,60.03,40.48,19.55,0,0,0,0,0,0,0,0,0,0,0,0,1
21,33,21.55,59.98,40.46,19.52,1,1,0,0,1,1,0,1,0,0,1,0,2
21,34,21.57,60,40.47,19.53,0,0,0,0,0,1,1,1,3,1,3,0,2
21,35,21.58,59.97,40.54,19.43,0,0,0,0,0,1,0,0,1,0,1,0,2
21,36,21.6,59.98,40.46,19.52,0,0,0,0,0,1,0,0,1,0,0,0,1
21,37,21.62,59.99,40.47,19.52,0,0,0,0,0,1,0,1,1,1,1,0,2
21,38,21.63,60,40.48,19.53,1,1,0,1,0,1,7,8,0,9,0,0,2
21,39,21.65,59.99,40.48,19.52,1,0,1,0,1,0,0,0,0,0,0,0,1
21,40,21.67,59.98,40.45,19.53,0,0,0,0,0,1,1,1,0,1,0,0,1
21,41,21.68,59.96,40.54,19.42,0,0,0,0,0,1,0,1,1,0,2,0,2
21,42,21.7,60,40.56,19.44,0,0,0,0,0,1,1,1,0,1,0,0,1
21,43,21.72,60,40.56,19.44,0,0,0,0,0,0,0,0,0,0,0,0,1
21,44,21.73,60,40.45,19.55,0,0,0,0,0,0,0,0,0,0,0,0,1
21,45,21.75,59.91,40.45,19.46,1,1,0,0,1,0,0,0,0,0,0,0,2
21,46,21.77,59.97,40.55,19.42,0,0,0,0,0,1,0,1,1,0,2,0,2
21,47,21.78,60,40.56,19.44,1,2,1,2,0,1,0,2,0,2,0,0,2
21,48,21.8,59.99,40.47,19.52,1,0,2,1,2,1,1,2,2,1,3,0,2
21,49,21.82,59.98,40.46,19.52,0,0,0,0,0,0,0,0,0,0,0,0,1
21,50,21.83,59.99,40.46,19.53,0,0,0,0,0,0,0,0,0,0,0,0,1
21,51,21.85,59.88,40.45,19.43,0,0,0,0,0,0,0,0,0,0,0,0,1
21,52,21.87,60.01,40.49,19.53,1,0,1,0,1,1,0,0,4,0,4,0,2
21,53,21.88,59.98,40.46,19.52,0,0,0,0,0,0,0,0,0,0,0,0,1
21,54,21.9,60,40.48,19.52,1,0,3,0,3,1,0,0,1,0,1,0,1
21,55,21.92,59.99,40.46,19.53,0,0,0,0,0,0,0,0,0,0,0,0,1
21,56,21.93,59.97,40.45,19.53,0,0,0,0,0,0,0,0,0,0,0,0,1
21,57,21.95,60,40.46,19.54,0,0,0,0,0,0,0,0,0,0,0,0,1
21,58,21.97,59.91,40.48,19.43,1,1,1,0,2,1,1,1,0,1,0,0,2
21,59,21.98,60.01,40.57,19.43,0,0,0,0,0,0,0,0,0,0,0,0,1
22,0,22,60,40.48,19.52,1,0,1,0,1,0,0,0,0,0,0,0,1
22,1,22.02,59.97,40.55,19.42,0,0,0,0,0,0,0,0,0,0,0,0,1
22,2,22.03,60.07,40.55,19.52,0,0,0,0,0,1,0,0,2,0,2,0,2
22,3,22.05,59.99,40.47,19.52,0,0,0,0,0,0,0,0,0,0,0,0,1
22,4,22.07,60,40.56,19.44,0,0,0,0,0,1,0,0,1,0,0,0,2
22,5,22.08,59.99,40.55,19.44,0,0,0,0,0,1,0,0,0,1,0,0,1
22,6,22.1,60,40.56,19.44,0,0,0,0,0,0,0,0,0,0,0,0,2
22,7,22.12,60.08,40.56,19.52,0,0,0,0,0,1,0,1,0,0,1,0,2
22,8,22.13,60.01,40.48,19.53,1,1,0,0,1,1,0,1,0,0,1,0,2
22,9,22.15,59.99,40.47,19.53,1,0,1,0,1,0,0,0,0,0,0,0,1
22,10,22.17,60,40.47,19.53,0,0,0,0,0,0,0,0,0,0,0,0,1
22,11,22.18,59.99,40.47,19.52,1,0,1,0,1,1,1,1,1,1,1,0,1
22,12,22.2,60,40.46,19.54,0,0,0,0,0,0,0,0,0,0,0,0,1
22,13,22.22,59.98,40.45,19.53,1,0,1,0,1,0,0,0,0,0,0,0,1
22,14,22.23,59.99,40.46,19.53,0,0,0,0,0,1,0,1,2,0,3,0,2
22,15,22.25,59.99,40.46,19.54,0,0,0,0,0,1,0,1,0,0,1,0,2
22,16,22.27,59.99,40.47,19.52,1,1,0,0,1,1,0,1,0,0,1,0,2
22,17,22.28,59.99,40.56,19.43,0,0,0,0,0,0,0,0,0,0,0,0,1
22,18,22.3,59.99,40.56,19.43,0,0,0,0,0,0,0,0,0,0,0,0,1
22,19,22.32,59.99,40.46,19.53,0,0,0,0,0,1,0,1,0,0,1,0,2
22,20,22.33,59.97,40.55,19.42,0,0,0,0,0,1,0,1,2,0,2,0,2
22,21,22.35,59.98,40.55,19.43,0,0,0,0,0,1,0,1,0,1,1,0,2
22,22,22.37,60.09,40.55,19.54,0,0,0,0,0,0,0,0,0,0,0,0,1
22,23,22.38,59.88,40.45,19.43,0,0,0,0,0,1,1,1,0,1,0,0,1
22,24,22.4,60,40.57,19.43,0,0,0,0,0,0,0,0,0,0,0,0,1
22,25,22.42,59.99,40.56,19.43,0,0,0,0,0,0,0,0,0,0,0,0,1
22,26,22.43,60,40.57,19.43,1,1,0,0,1,0,0,0,0,0,0,0,2
22,27,22.45,60,40.56,19.44,0,0,0,0,0,0,0,0,0,0,0,0,1
22,28,22.47,59.99,40.55,19.44,0,0,0,0,0,0,0,0,0,0,0,0,1
22,29,22.48,60.01,40.57,19.44,1,1,1,0,2,0,0,0,0,0,0,0,2
22,30,22.5,59.98,40.46,19.52,0,0,0,0,0,1,0,1,0,0,1,0,2
22,31,22.52,59.99,40.46,19.53,0,0,0,0,0,0,0,0,0,0,0,0,1
22,32,22.53,59.99,40.46,19.54,1,1,0,0,1,1,0,1,1,0,2,0,2
22,33,22.55,59.96,40.44,19.52,1,1,1,0,2,1,0,0,1,0,1,0,2
22,34,22.57,59.99,40.46,19.53,0,0,0,0,0,1,0,0,1,0,1,0,2
22,35,22.58,60,40.47,19.53,0,0,0,0,0,0,0,0,0,0,0,0,1
22,36,22.6,59.99,40.46,19.53,0,0,0,0,0,1,0,0,1,0,1,0,2
22,37,22.62,59.99,40.45,19.53,0,0,0,0,0,0,0,0,0,0,0,0,1
22,38,22.63,59.98,40.45,19.53,0,0,0,0,0,1,0,1,2,0,3,0,2
22,39,22.65,59.98,40.45,19.54,1,0,1,0,0,0,0,0,0,0,0,0,1
22,40,22.67,59.92,40.47,19.45,1,0,0,1,0,1,0,1,1,0,2,0,2
22,41,22.68,60.07,40.55,19.52,0,0,0,0,0,1,1,1,0,1,0,0,1
22,42,22.7,59.93,40.48,19.45,0,0,0,0,0,1,0,0,1,0,0,0,1
22,43,22.72,60.09,40.55,19.53,0,0,0,0,0,1,0,1,0,1,1,0,2
22,44,22.73,60,40.46,19.54,0,0,0,0,0,1,1,1,1,1,1,0,2
22,45,22.75,59.99,40.45,19.54,0,0,0,0,0,0,0,0,0,0,0,0,1
22,46,22.77,59.99,40.47,19.52,0,0,0,0,0,1,0,0,1,0,1,0,2
22,47,22.78,59.99,40.55,19.44,0,0,0,0,0,1,0,1,1,0,2,0,2
22,48,22.8,60.07,40.55,19.52,0,0,0,0,0,0,0,0,0,0,0,0,1
22,49,22.82,59.99,40.46,19.53,0,0,0,0,0,1,1,1,0,1,0,0,1
22,50,22.83,59.9,40.48,19.43,0,0,0,0,0,0,0,0,0,0,0,0,1
22,51,22.85,60,40.57,19.44,0,0,0,0,0,0,0,0,0,0,0,0,1
22,52,22.87,59.99,40.54,19.45,0,0,0,0,0,1,0,0,1,0,1,0,2
22,53,22.88,59.98,40.55,19.43,0,0,0,0,0,0,0,0,0,0,0,0,1
22,54,22.9,59.98,40.55,19.43,1,1,0,0,1,1,0,0,1,0,1,0,2
22,55,22.92,60,40.56,19.44,0,0,0,0,0,0,0,0,0,0,0,0,1
22,56,22.93,59.99,40.56,19.43,0,0,0,0,0,0,0,0,0,0,0,0,1
22,57,22.95,60.03,40.48,19.55,0,0,0,0,0,0,0,0,0,0,0,0,1
22,58,22.97,60.01,40.46,19.55,0,0,0,0,0,1,1,1,0,1,0,0,2
22,59,22.98,59.91,40.48,19.43,0,0,0,0,0,1,1,1,0,1,0,0,1
23,0,23,59.99,40.57,19.42,0,0,0,0,0,0,0,0,0,0,0,0,1
23,1,23.02,59.99,40.55,19.44,0,0,0,0,0,0,0,0,0,0,0,0,1
23,2,23.03,60.08,40.56,19.52,0,0,0,0,0,1,0,1,0,0,1,0,2
23,3,23.05,59.99,40.47,19.52,0,0,0,0,0,0,0,0,0,0,0,0,2
23,4,23.07,59.98,40.45,19.53,0,0,0,0,0,0,0,0,0,0,0,0,1
23,5,23.08,59.99,40.55,19.44,0,0,0,0,0,0,0,0,0,0,0,0,1
23,6,23.1,60.09,40.56,19.53,0,0,0,0,0,0,0,0,0,0,0,0,2
23,7,23.12,60,40.47,19.53,0,0,0,0,0,0,0,0,0,0,0,0,1
23,8,23.13,59.95,40.53,19.42,0,0,0,0,0,0,0,0,0,0,0,0,1
23,17,23.28,59.99,40.56,19.43,0,0,0,0,0,1,0,0,0,1,0,0,1
23,18,23.3,60.01,40.57,19.44,0,0,0,0,0,1,0,1,0,0,1,0,2
23,19,23.32,60.07,40.54,19.52,0,0,0,0,0,1,0,1,0,0,1,0,2
23,20,23.33,59.99,40.46,19.52,0,0,0,0,0,0,0,0,0,0,0,0,1
23,21,23.35,59.99,40.47,19.52,0,0,0,0,0,0,0,0,0,0,0,0,1
23,22,23.37,60,40.47,19.53,0,0,0,0,0,0,0,0,0,0,0,0,1
23,23,23.38,60,40.47,19.52,1,0,1,0,1,1,0,0,2,0,2,0,2
23,24,23.4,59.99,40.46,19.53,0,0,0,0,0,0,0,0,0,0,0,0,1
23,25,23.42,59.98,40.44,19.54,0,0,0,0,0,1,0,0,1,0,1,0,2
23,26,23.43,59.99,40.47,19.53,1,0,1,0,1,1,0,0,1,0,1,0,2
23,27,23.45,59.98,40.45,19.52,0,0,0,0,0,0,0,0,0,0,0,0,1
23,28,23.47,59.99,40.47,19.52,1,1,0,0,1,0,0,0,0,0,0,0,2
23,29,23.48,59.99,40.45,19.54,0,0,0,0,0,0,0,0,0,0,0,0,1
23,30,23.5,59.98,40.45,19.54,0,0,0,0,0,1,0,0,1,0,1,0,2
23,31,23.52,60.02,40.48,19.54,0,0,0,0,0,0,0,0,0,0,0,0,1
23,32,23.53,59.92,40.48,19.44,0,0,0,0,0,0,0,0,0,0,0,0,1
23,33,23.55,60.03,40.51,19.52,0,0,0,0,0,0,0,0,0,0,0,0,1
23,34,23.57,59.91,40.47,19.44,0,0,0,0,0,0,0,0,0,0,0,0,1
23,35,23.58,60.01,40.49,19.53,0,0,0,0,0,0,0,0,0,0,0,0,1
23,36,23.6,59.97,40.45,19.52,0,0,0,0,0,0,0,0,0,0,0,0,1
23,37,23.62,60,40.57,19.43,0,0,0,0,0,1,1,2,0,1,1,0,2
23,38,23.63,59.97,40.54,19.42,0,0,0,0,0,0,0,0,0,0,0,0,1
23,39,23.65,59.99,40.56,19.43,0,0,0,0,0,0,0,0,0,0,0,0,2
23,40,23.67,59.98,40.54,19.44,0,0,0,0,0,0,0,0,0,0,0,0,2
23,41,23.68,59.98,40.55,19.43,0,0,0,0,0,0,0,0,0,0,0,0,1
23,42,23.7,59.99,40.56,19.43,0,0,0,0,0,0,0,0,0,0,0,0,1
23,43,23.72,60.07,40.55,19.52,0,0,0,0,0,0,0,0,0,0,0,0,2
23,44,23.73,59.97,40.44,19.53,0,0,0,0,0,0,0,0,0,0,0,0,2
23,45,23.75,59.99,40.48,19.52,0,0,0,0,0,0,0,0,0,0,0,0,1
23,46,23.77,60,40.47,19.53,0,0,0,0,0,0,0,0,0,0,0,0,1
23,49,23.82,24.52,5,19.52,0,0,0,0,0,0,0,0,0,0,0,1,2
23,50,23.83,59.9,40.47,19.43,1,1,1,0,2,0,0,0,0,0,0,0,2
23,51,23.85,60,40.48,19.52,0,0,0,0,0,1,0,1,0,0,1,0,2
23,52,23.87,60.02,40.47,19.55,0,0,0,0,0,1,1,1,0,1,0,0,1
23,53,23.88,59.97,40.45,19.52,0,0,0,0,0,0,0,0,0,0,0,0,1
23,54,23.9,59.88,40.45,19.42,0,0,0,0,0,1,0,1,0,0,1,0,2
23,55,23.92,60,40.47,19.53,1,1,0,0,1,0,0,0,0,0,0,0,2
23,56,23.93,59.99,40.46,19.53,1,0,1,0,1,0,0,0,0,0,0,0,1
23,57,23.95,59.98,40.46,19.53,1,0,1,0,1,0,0,0,0,0,0,0,1
23,58,23.97,59.97,40.45,19.52,0,0,0,0,0,0,0,0,0,0,0,0,1
